position,entry_time,entry_price,exit_time,exit_price,profit,profit_pct,duration,reason
LONG,2024-12-16 10:34:00-05:00,25.520000457763672,2024-12-16 10:52:00-05:00,25.53499984741211,0.0149993896484375,0.05877503675308281,18.0,Reversal
SHORT,2024-12-16 10:55:00-05:00,25.489900588989254,2024-12-16 11:14:00-05:00,25.3174991607666,0.1724014282226527,0.6763519050251773,19.0,Reversal
LONG,2024-12-16 11:21:00-05:00,25.51000022888184,2024-12-16 12:14:00-05:00,25.809999465942383,0.2999992370605433,1.1760064067772569,53.0,Reversal
SHORT,2024-12-16 12:17:00-05:00,25.63500022888184,2024-12-16 12:20:00-05:00,25.85449981689453,-0.21949958801269176,-0.8562496042632803,3.0,Stop Loss
SHORT,2024-12-16 12:23:00-05:00,25.73500061035156,2024-12-16 12:25:00-05:00,25.74239921569824,-0.0073986053466796875,-0.028749194370345954,2.0,Reversal
LONG,2024-12-16 12:29:00-05:00,25.95989990234375,2024-12-16 12:38:00-05:00,25.798999786376957,-0.16090011596679332,-0.619802528407541,9.0,Stop Loss
SHORT,2024-12-16 12:41:00-05:00,25.743099212646484,2024-12-16 12:59:00-05:00,25.770000457763672,-0.0269012451171875,-0.1044988596554531,18.0,Reversal
SHORT,2024-12-16 13:07:00-05:00,25.549999237060547,2024-12-16 13:18:00-05:00,25.510799407958984,0.0391998291015625,0.15342399323716116,11.0,Reversal
SHORT,2024-12-16 13:23:00-05:00,25.44499969482422,2024-12-16 13:35:00-05:00,25.63999938964844,-0.1949996948242223,-0.7663576229630975,12.0,Stop Loss
SHORT,2024-12-16 13:46:00-05:00,25.6200008392334,2024-12-16 14:03:00-05:00,25.790000915527344,-0.1700000762939453,-0.663544382221933,17.0,Stop Loss
LONG,2024-12-16 14:04:00-05:00,25.76679992675781,2024-12-16 14:07:00-05:00,25.729999542236328,-0.03680038452148082,-0.14282093479239177,3.0,Reversal
LONG,2024-12-16 14:15:00-05:00,25.989999771118164,2024-12-16 14:26:00-05:00,26.03499984741211,0.04500007629394531,0.1731438118131591,11.0,Reversal
SHORT,2024-12-16 14:27:00-05:00,25.940000534057617,2024-12-16 14:49:00-05:00,25.950000762939453,-0.010000228881835938,-0.03855138271375999,22.0,Reversal
SHORT,2024-12-16 14:55:00-05:00,25.86079978942871,2024-12-16 15:26:00-05:00,25.920000076293945,-0.059200286865234375,-0.2289190100355445,31.0,Reversal
LONG,2024-12-16 15:27:00-05:00,25.920000076293945,2024-12-16 15:34:00-05:00,25.790000915527344,-0.12999916076660156,-0.5015399706171179,7.0,Stop Loss
SHORT,2024-12-16 15:35:00-05:00,25.729999542236328,2024-12-16 15:37:00-05:00,25.94499969482422,-0.21500015258789062,-0.8356010742828169,2.0,Stop Loss
LONG,2024-12-16 15:41:00-05:00,25.989999771118164,2024-12-16 15:59:00-05:00,26.31999969482422,0.3299999237060547,1.2697188403701827,18.0,End of Day
SHORT,2024-12-17 09:37:00-05:00,26.940000534057617,2024-12-17 10:08:00-05:00,25.82999992370605,1.110000610351566,4.120269444495,31.0,Reversal
LONG,2024-12-17 10:09:00-05:00,25.80500030517578,2024-12-17 10:11:00-05:00,25.59000015258789,-0.21500015258789062,-0.8331724473755089,2.0,Stop Loss
SHORT,2024-12-17 10:12:00-05:00,25.350000381469727,2024-12-17 10:31:00-05:00,25.149999618530277,0.20000076293944957,0.788957632859231,19.0,Reversal
LONG,2024-12-17 10:32:00-05:00,25.05620002746582,2024-12-17 10:36:00-05:00,24.960100173950195,-0.096099853515625,-0.38353722196615353,4.0,Reversal
LONG,2024-12-17 10:37:00-05:00,25.18000030517578,2024-12-17 10:42:00-05:00,25.034500122070312,-0.14550018310546875,-0.5778402753853858,5.0,Stop Loss
LONG,2024-12-17 10:45:00-05:00,25.189699172973636,2024-12-17 10:47:00-05:00,24.940000534057617,-0.24969863891601918,-0.9912728103713291,2.0,Stop Loss
SHORT,2024-12-17 10:48:00-05:00,24.940000534057617,2024-12-17 11:14:00-05:00,25.15999984741211,-0.2199993133544922,-0.882114308915371,26.0,Stop Loss
SHORT,2024-12-17 11:17:00-05:00,24.870100021362305,2024-12-17 11:40:00-05:00,25.013900756835938,-0.1438007354736328,-0.5782073065653713,23.0,Stop Loss
LONG,2024-12-17 11:41:00-05:00,25.129600524902344,2024-12-17 11:48:00-05:00,25.109100341796875,-0.02050018310546875,-0.08157783123195277,7.0,Reversal
SHORT,2024-12-17 11:54:00-05:00,24.959999084472656,2024-12-17 12:04:00-05:00,25.084999084472656,-0.125,-0.5008013004205644,10.0,Stop Loss
LONG,2024-12-17 12:06:00-05:00,25.04990005493164,2024-12-17 12:54:00-05:00,25.540000915527344,0.4901008605957031,1.9564982675418525,48.0,Reversal
SHORT,2024-12-17 13:02:00-05:00,25.270000457763672,2024-12-17 13:13:00-05:00,25.3700008392334,-0.10000038146972656,-0.3957276599059323,11.0,Reversal
SHORT,2024-12-17 13:17:00-05:00,25.25,2024-12-17 14:10:00-05:00,25.40999984741211,-0.15999984741210938,-0.633662762028156,53.0,Stop Loss
LONG,2024-12-17 14:14:00-05:00,25.475000381469727,2024-12-17 14:15:00-05:00,25.38999938964844,-0.08500099182128551,-0.3336643397387912,1.0,Reversal
LONG,2024-12-17 14:26:00-05:00,25.290000915527344,2024-12-17 14:34:00-05:00,25.100000381469727,-0.1900005340576172,-0.7512871774589863,8.0,Stop Loss
SHORT,2024-12-17 14:36:00-05:00,25.12879943847656,2024-12-17 14:46:00-05:00,25.21150016784668,-0.08270072937012074,-0.3291073637345823,10.0,Reversal
SHORT,2024-12-17 14:54:00-05:00,25.32999992370605,2024-12-17 15:32:00-05:00,25.36949920654297,-0.039499282836917615,-0.15593874044962272,38.0,Reversal
SHORT,2024-12-17 15:39:00-05:00,25.40999984741211,2024-12-17 15:43:00-05:00,25.52179908752441,-0.11179924011230113,-0.43998127030168943,4.0,Reversal
LONG,2024-12-17 15:44:00-05:00,25.559999465942383,2024-12-17 15:59:00-05:00,25.729900360107425,0.16990089416504262,0.6647139973200249,15.0,End of Day
